path,label
D:\\zainab\\forgery-detector\\data\\ela_cache\3850_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3851_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3852_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3853_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3854_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3855_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3856_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3857_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3858_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3859_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3860_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3861_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3862_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3863_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3864_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3865_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3866_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3867_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3868_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3869_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3870_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3871_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3872_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3873_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3874_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3875_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3876_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3877_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3878_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3879_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3880_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3881_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3882_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3883_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3884_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3885_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3886_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3887_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3888_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3889_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3890_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3891_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3892_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3893_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3894_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3895_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3896_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3897_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3898_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3899_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3900_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3901_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3902_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3903_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3904_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3905_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3906_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3907_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3908_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3909_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3910_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3911_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3912_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3913_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3914_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3915_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3916_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3917_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3918_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3919_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3920_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3921_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3922_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3923_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3924_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3925_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3926_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3927_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3928_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3929_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3930_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3931_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3932_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3933_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3934_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3935_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3936_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3937_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3938_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3939_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3940_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3941_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3942_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3943_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3944_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3945_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3946_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3947_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3948_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3949_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3950_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3951_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3952_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3953_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3954_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3955_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3956_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3957_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3958_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3959_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3960_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3961_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3962_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3963_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3964_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3965_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3966_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3967_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3968_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3969_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3970_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3971_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3972_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3973_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3974_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3975_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3976_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3977_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3978_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3979_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3980_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3981_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3982_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3983_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3984_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3985_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3986_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3987_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3988_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3989_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3990_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3991_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3992_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3993_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3994_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3995_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3996_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\3997_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3998_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\3999_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4000_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4001_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4002_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4003_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4004_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4005_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4006_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4007_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4008_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4009_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4010_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4011_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4012_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4013_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4014_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4015_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4016_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4017_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4018_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4019_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4020_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4021_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4022_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4023_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4024_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4025_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4026_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4027_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4028_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4029_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4030_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4031_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4032_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4033_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4034_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4035_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4036_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4037_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4038_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4039_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4040_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4041_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4042_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4043_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4044_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4045_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4046_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4047_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4048_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4049_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4050_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4051_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4052_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4053_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4054_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4055_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4056_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4057_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4058_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4059_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4060_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4061_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4062_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4063_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4064_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4065_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4066_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4067_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4068_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4069_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4070_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4071_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4072_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4073_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4074_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4075_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4076_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4077_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4078_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4079_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4080_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4081_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4082_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4083_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4084_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4085_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4086_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4087_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4088_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4089_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4090_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4091_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4092_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4093_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4094_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4095_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4096_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4097_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4098_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4099_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4100_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4101_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4102_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4103_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4104_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4105_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4106_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4107_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4108_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4109_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4110_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4111_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4112_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4113_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4114_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4115_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4116_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4117_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4118_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4119_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4120_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4121_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4122_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4123_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4124_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4125_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4126_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4127_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4128_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4129_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4130_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4131_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4132_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4133_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4134_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4135_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4136_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4137_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4138_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4139_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4140_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4141_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4142_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4143_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4144_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4145_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4146_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4147_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4148_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4149_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4150_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4151_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4152_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4153_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4154_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4155_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4156_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4157_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4158_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4159_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4160_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4161_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4162_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4163_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4164_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4165_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4166_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4167_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4168_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4169_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4170_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4171_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4172_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4173_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4174_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4175_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4176_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4177_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4178_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4179_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4180_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4181_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4182_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4183_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4184_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4185_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4186_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4187_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4188_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4189_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4190_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4191_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4192_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4193_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4194_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4195_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4196_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4197_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4198_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4199_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4200_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4201_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4202_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4203_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4204_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4205_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4206_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4207_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4208_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4209_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4210_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4211_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4212_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4213_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4214_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4215_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4216_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4217_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4218_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4219_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4220_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4221_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4222_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4223_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4224_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4225_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4226_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4227_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4228_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4229_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4230_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4231_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4232_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4233_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4234_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4235_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4236_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4237_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4238_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4239_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4240_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4241_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4242_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4243_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4244_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4245_1.png,1
D:\\zainab\\forgery-detector\\data\\ela_cache\4246_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4247_0.png,0
D:\\zainab\\forgery-detector\\data\\ela_cache\4248_0.png,0
